row_order,industry_name,naics_code,industry_name_norm,series_id,supersector_code,industry_code,data_type_code,seasonal,series_title,footnote_codes,begin_year,begin_period,end_year,end_period,display_level,matched,industry_code_8,parent_series_id,parent_rule,denominator_opt1,denominator_opt1_name,denominator_opt2,denominator_opt2_name,denominator_opt3,denominator_opt3_name,denominator_opt4,denominator_opt4_name,denominator_opt5,denominator_opt5_name
74,"Veneer, plywood, and engineered wood product manufacturing",3212,veneer plywood and engineered wood product manufacturing,CES3132120001,31,31321200,1,S,"All employees, thousands, veneer, plywood, and engineered wood product manufacturing, seasonally adjusted",I,1990,M01,2025,M12,5,True,31321200,CES3132100001,parent_3digit,CES3132100001,Wood product manufacturing,CES3100000001,Durable goods,CES3000000001,Manufacturing,CES0600000001,Goods-producing,CES0500000001,Total private
75,Other wood product manufacturing,3219,other wood product manufacturing,CES3132190001,31,31321900,1,S,"All employees, thousands, other wood product manufacturing, seasonally adjusted",I,1990,M01,2025,M12,5,True,31321900,CES3132100001,parent_3digit,CES3132100001,Wood product manufacturing,CES3100000001,Durable goods,CES3000000001,Manufacturing,CES0600000001,Goods-producing,CES0500000001,Total private
76,Millwork,32191,millwork,CES3132191001,31,31321910,1,S,"All employees, thousands, millwork, seasonally adjusted",I,1990,M01,2025,M12,6,True,31321910,CES3132100001,parent_3digit,CES3132100001,Wood product manufacturing,CES3100000001,Durable goods,CES3000000001,Manufacturing,CES0600000001,Goods-producing,CES0500000001,Total private
77,Wood window and door manufacturing,321911,wood window and door manufacturing,CES3132191101,31,31321911,1,S,"All employees, thousands, wood window and door manufacturing, seasonally adjusted",I,1990,M01,2025,M12,7,True,31321911,CES3132100001,parent_3digit,CES3132100001,Wood product manufacturing,CES3100000001,Durable goods,CES3000000001,Manufacturing,CES0600000001,Goods-producing,CES0500000001,Total private
78,"Cut stock, resawing lumber, planing, and other millwork (including flooring)","321912,8",cut stock resawing lumber planing and other millwork including flooring,CES3132191801,31,31321918,1,S,"All employees, thousands, cut stock, resawing lumber, planing, and other millwork (including flooring), seasonally adjusted",I,1990,M01,2025,M12,7,True,31321918,CES3132100001,parent_3digit,CES3132100001,Wood product manufacturing,CES3100000001,Durable goods,CES3000000001,Manufacturing,CES0600000001,Goods-producing,CES0500000001,Total private
79,Wood container and pallet manufacturing,32192,wood container and pallet manufacturing,CES3132192001,31,31321920,1,S,"All employees, thousands, wood container and pallet manufacturing, seasonally adjusted",I,1990,M01,2025,M12,6,True,31321920,CES3132100001,parent_3digit,CES3132100001,Wood product manufacturing,CES3100000001,Durable goods,CES3000000001,Manufacturing,CES0600000001,Goods-producing,CES0500000001,Total private
80,All other wood product manufacturing,32199,all other wood product manufacturing,CES3132199001,31,31321990,1,S,"All employees, thousands, all other wood product manufacturing, seasonally adjusted",I,1990,M01,2025,M12,6,True,31321990,CES3132100001,parent_3digit,CES3132100001,Wood product manufacturing,CES3100000001,Durable goods,CES3000000001,Manufacturing,CES0600000001,Goods-producing,CES0500000001,Total private
81,Nonmetallic mineral product manufacturing,327,nonmetallic mineral product manufacturing,CES3132700001,31,31327000,1,S,"All employees, thousands, nonmetallic mineral product manufacturing, seasonally adjusted",,1951,M01,2026,M01,4,True,31327000,CES0500000001,top_level_to_total_private,CES0600000001,Goods-producing,CES3100000001,Durable goods,CES3000000001,Manufacturing,CES0600000001,Goods-producing,CES0500000001,Total private
82,Clay product and refractory manufacturing,3271,clay product and refractory manufacturing,CES3132710001,31,31327100,1,S,"All employees, thousands, clay product and refractory manufacturing, seasonally adjusted",I,1990,M01,2025,M12,5,True,31327100,CES3132700001,parent_3digit,CES3132700001,Nonmetallic mineral product manufacturing,CES3100000001,Durable goods,CES3000000001,Manufacturing,CES0600000001,Goods-producing,CES0500000001,Total private
83,Glass and glass product manufacturing,3272,glass and glass product manufacturing,CES3132720001,31,31327200,1,S,"All employees, thousands, glass and glass product manufacturing, seasonally adjusted",I,1990,M01,2025,M12,5,True,31327200,CES3132700001,parent_3digit,CES3132700001,Nonmetallic mineral product manufacturing,CES3100000001,Durable goods,CES3000000001,Manufacturing,CES0600000001,Goods-producing,CES0500000001,Total private
84,Cement and concrete product manufacturing,3273,cement and concrete product manufacturing,CES3132730001,31,31327300,1,S,"All employees, thousands, cement and concrete product manufacturing, seasonally adjusted",I,1990,M01,2025,M12,5,True,31327300,CES3132700001,parent_3digit,CES3132700001,Nonmetallic mineral product manufacturing,CES3100000001,Durable goods,CES3000000001,Manufacturing,CES0600000001,Goods-producing,CES0500000001,Total private
85,Ready-mix concrete manufacturing,32732,ready-mix concrete manufacturing,CES3132732001,31,31327320,1,S,"All employees, thousands, ready-mix concrete manufacturing, seasonally adjusted",I,1972,M01,2025,M12,6,True,31327320,CES3132700001,parent_3digit,CES3132700001,Nonmetallic mineral product manufacturing,CES3100000001,Durable goods,CES3000000001,Manufacturing,CES0600000001,Goods-producing,CES0500000001,Total private
86,"Cement and concrete pipe, brick, block, and other concrete product manufacturing","32731,3,9",cement and concrete pipe brick block and other concrete product manufacturing,CES3132739001,31,31327390,1,S,"All employees, thousands, cement and concrete pipe, brick, block, and other concrete product manufacturing, seasonally adjusted",I,1990,M01,2025,M12,6,True,31327390,CES3132700001,parent_3digit,CES3132700001,Nonmetallic mineral product manufacturing,CES3100000001,Durable goods,CES3000000001,Manufacturing,CES0600000001,Goods-producing,CES0500000001,Total private
87,"Lime, gypsum, and other nonmetallic mineral product manufacturing","3274,9",lime gypsum and other nonmetallic mineral product manufacturing,CES3132790001,31,31327900,1,S,"All employees, thousands, lime, gypsum, and other nonmetallic mineral product manufacturing, seasonally adjusted",I,1990,M01,2025,M12,5,True,31327900,CES3132700001,parent_3digit,CES3132700001,Nonmetallic mineral product manufacturing,CES3100000001,Durable goods,CES3000000001,Manufacturing,CES0600000001,Goods-producing,CES0500000001,Total private
88,Primary metal manufacturing,331,primary metal manufacturing,CES3133100001,31,31331000,1,S,"All employees, thousands, primary metal manufacturing, seasonally adjusted",,1990,M01,2026,M01,4,True,31331000,CES0500000001,top_level_to_total_private,CES0600000001,Goods-producing,CES3100000001,Durable goods,CES3000000001,Manufacturing,CES0600000001,Goods-producing,CES0500000001,Total private
89,Iron and steel mills and ferroalloy manufacturing,3311,iron and steel mills and ferroalloy manufacturing,CES3133110001,31,31331100,1,S,"All employees, thousands, iron and steel mills and ferroalloy manufacturing, seasonally adjusted",I,1990,M01,2025,M12,5,True,31331100,CES3133100001,parent_3digit,CES3133100001,Primary metal manufacturing,CES3100000001,Durable goods,CES3000000001,Manufacturing,CES0600000001,Goods-producing,CES0500000001,Total private
90,Steel product manufacturing from purchased steel,3312,steel product manufacturing from purchased steel,CES3133120001,31,31331200,1,S,"All employees, thousands, steel product manufacturing from purchased steel, seasonally adjusted",I,1990,M01,2025,M12,5,True,31331200,CES3133100001,parent_3digit,CES3133100001,Primary metal manufacturing,CES3100000001,Durable goods,CES3000000001,Manufacturing,CES0600000001,Goods-producing,CES0500000001,Total private
91,"Alumina, aluminum, and other nonferrous metal production and processing","3313,4",alumina aluminum and other nonferrous metal production and processing,CES3133140001,31,31331400,1,S,"All employees, thousands, alumina, aluminum, and other nonferrous metal production and processing, seasonally adjusted",I,1990,M01,2025,M12,5,True,31331400,CES3133100001,parent_3digit,CES3133100001,Primary metal manufacturing,CES3100000001,Durable goods,CES3000000001,Manufacturing,CES0600000001,Goods-producing,CES0500000001,Total private
92,Foundries,3315,foundries,CES3133150001,31,31331500,1,S,"All employees, thousands, foundries, seasonally adjusted",I,1990,M01,2025,M12,5,True,31331500,CES3133100001,parent_3digit,CES3133100001,Primary metal manufacturing,CES3100000001,Durable goods,CES3000000001,Manufacturing,CES0600000001,Goods-producing,CES0500000001,Total private
93,Ferrous metal foundries,33151,ferrous metal foundries,CES3133151001,31,31331510,1,S,"All employees, thousands, ferrous metal foundries, seasonally adjusted",I,1990,M01,2025,M12,6,True,31331510,CES3133100001,parent_3digit,CES3133100001,Primary metal manufacturing,CES3100000001,Durable goods,CES3000000001,Manufacturing,CES0600000001,Goods-producing,CES0500000001,Total private
94,Nonferrous metal foundries,33152,nonferrous metal foundries,CES3133152001,31,31331520,1,S,"All employees, thousands, nonferrous metal foundries, seasonally adjusted",I,1990,M01,2025,M12,6,True,31331520,CES3133100001,parent_3digit,CES3133100001,Primary metal manufacturing,CES3100000001,Durable goods,CES3000000001,Manufacturing,CES0600000001,Goods-producing,CES0500000001,Total private
95,Fabricated metal product manufacturing,332,fabricated metal product manufacturing,CES3133200001,31,31332000,1,S,"All employees, thousands, fabricated metal product manufacturing, seasonally adjusted",,1990,M01,2026,M01,4,True,31332000,CES0500000001,top_level_to_total_private,CES0600000001,Goods-producing,CES3100000001,Durable goods,CES3000000001,Manufacturing,CES0600000001,Goods-producing,CES0500000001,Total private
96,Forging and stamping,3321,forging and stamping,CES3133210001,31,31332100,1,S,"All employees, thousands, forging and stamping, seasonally adjusted",I,1990,M01,2025,M12,5,True,31332100,CES3133200001,parent_3digit,CES3133200001,Fabricated metal product manufacturing,CES3100000001,Durable goods,CES3000000001,Manufacturing,CES0600000001,Goods-producing,CES0500000001,Total private
97,Architectural and structural metals manufacturing,3323,architectural and structural metals manufacturing,CES3133230001,31,31332300,1,S,"All employees, thousands, architectural and structural metals manufacturing, seasonally adjusted",I,1990,M01,2025,M12,5,True,31332300,CES3133200001,parent_3digit,CES3133200001,Fabricated metal product manufacturing,CES3100000001,Durable goods,CES3000000001,Manufacturing,CES0600000001,Goods-producing,CES0500000001,Total private
98,Plate work and fabricated structural product manufacturing,33231,plate work and fabricated structural product manufacturing,CES3133231001,31,31332310,1,S,"All employees, thousands, plate work and fabricated structural product manufacturing, seasonally adjusted",I,1990,M01,2025,M12,6,True,31332310,CES3133200001,parent_3digit,CES3133200001,Fabricated metal product manufacturing,CES3100000001,Durable goods,CES3000000001,Manufacturing,CES0600000001,Goods-producing,CES0500000001,Total private
99,Fabricated structural metal manufacturing,332312,fabricated structural metal manufacturing,CES3133231201,31,31332312,1,S,"All employees, thousands, fabricated structural metal manufacturing, seasonally adjusted",I,1990,M01,2025,M12,7,True,31332312,CES3133200001,parent_3digit,CES3133200001,Fabricated metal product manufacturing,CES3100000001,Durable goods,CES3000000001,Manufacturing,CES0600000001,Goods-producing,CES0500000001,Total private
100,Plate work and prefabricated metal building and component manufacturing,"332311,3",plate work and prefabricated metal building and component manufacturing,CES3133231301,31,31332313,1,S,"All employees, thousands, plate work and prefabricated metal building and component manufacturing, seasonally adjusted",I,1990,M01,2025,M12,7,True,31332313,CES3133200001,parent_3digit,CES3133200001,Fabricated metal product manufacturing,CES3100000001,Durable goods,CES3000000001,Manufacturing,CES0600000001,Goods-producing,CES0500000001,Total private
101,Ornamental and architectural metal products manufacturing,33232,ornamental and architectural metal products manufacturing,CES3133232001,31,31332320,1,S,"All employees, thousands, ornamental and architectural metal products manufacturing, seasonally adjusted",I,1990,M01,2025,M12,6,True,31332320,CES3133200001,parent_3digit,CES3133200001,Fabricated metal product manufacturing,CES3100000001,Durable goods,CES3000000001,Manufacturing,CES0600000001,Goods-producing,CES0500000001,Total private
102,Metal window and door manufacturing,332321,metal window and door manufacturing,CES3133232101,31,31332321,1,S,"All employees, thousands, metal window and door manufacturing, seasonally adjusted",I,1990,M01,2025,M12,7,True,31332321,CES3133200001,parent_3digit,CES3133200001,Fabricated metal product manufacturing,CES3100000001,Durable goods,CES3000000001,Manufacturing,CES0600000001,Goods-producing,CES0500000001,Total private
103,Sheet metal work manufacturing,332322,sheet metal work manufacturing,CES3133232201,31,31332322,1,S,"All employees, thousands, sheet metal work manufacturing, seasonally adjusted",I,1990,M01,2025,M12,7,True,31332322,CES3133200001,parent_3digit,CES3133200001,Fabricated metal product manufacturing,CES3100000001,Durable goods,CES3000000001,Manufacturing,CES0600000001,Goods-producing,CES0500000001,Total private
